Title,Content ID,Poster,Backdrop,Overview,Trailer,Type,Genres,Runtime (minutes),Number of Episodes,Rating,Release Year,Provider Name,Provider Logo,Origin Country,Primary Genres,Secondary Genres,Total Runtime (minutes),Latitude,Longitude
Fate/Extra Last Encore,76123,/5qveZHKo8RatUbZDzgGG9QEj558.jpg,/78aF0EIxDdesV81ByS5PaFnqOnC.jpg,"Hakuno Kishinami finds himself in the midst of a Holy Grail war with no memories of how he got there. Through his confusion, he must fight to survive.",https://www.youtube.com/watch?v=m8rigTsp8A4,tv,"Animation, Action & Adventure",25,10,7.26,2018,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,Japan,Animation, Action & Adventure,250,36.57484,139.23942
Fun with Dick and Jane,7552,/1NBVGBi8Z6MhJBAJ5SuRMqP7o3T.jpg,/fTguJk7abk8s9A4AXNGdVdtWBr1.jpg,"After Dick Harper loses his job at Globodyne in an Enron-esque collapse, he and his wife, Jane, turn to crime in order to handle the massive debt they now face. Two intelligent people, Dick and Jane actually get pretty good at robbing people and even enjoy it -- but they have second thoughts when they're reminded that crime can hurt innocent people. When the couple hears that Globodyne boss Jack McCallister actually swindled the company, they plot revenge.",https://www.youtube.com/watch?v=5Iwd_Ye-qNs,movie,"Comedy, Crime, Drama, Romance",90,1,6.2,2005,N/A,N/A,N/A,Comedy, Crime,90,51.56687,4.9285
"Love, Guaranteed",644090,/6K22JB6fZZLBuM0knfl8rs9Zoxg.jpg,/i6X9J6AgGhR3FNTtEc5GRs9e3ya.jpg,A lawyer takes on a new client that wants to sue a dating website because it guarantees love.,https://www.youtube.com/watch?v=TcilGWIzvdE,movie,"Romance, Comedy",91,1,6.41,2020,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Documentary/Other, Comedy,91,39.78373,-100.44588
Forrest Gump,13,/arw2vcBveWOVZr6pxd9XTd1TdQa.jpg,/qdIMHd4sEfJSckfVJfKQvisL02a.jpg,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",https://www.youtube.com/watch?v=9czDjY0EtGM,movie,"Comedy, Drama, Romance",142,1,8.48,1994,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Comedy, Drama,142,39.78373,-100.44588
This Is the End,109414,/7Wdc3etyBJA4432TYtz6n9GQd1c.jpg,/sXfN4ir91SfTeoWidIukQWane43.jpg,"While attending a party at James Franco's house, Seth Rogen, Jay Baruchel and many other celebrities are faced with the apocalypse.",https://www.youtube.com/watch?v=kliQSsD_npo,movie,"Action, Comedy",106,1,6.22,2013,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Action/Adventure, Comedy,106,39.78373,-100.44588
The Vampire Diaries,18165,/gbp4zM0FE0n23X4UFY5EBlacrog.jpg,/k7T9xRyzP41wBVNyNeLmh8Ch7gD.jpg,"The story of two vampire brothers obsessed with the same girl, who bears a striking resemblance to the beautiful but ruthless vampire they knew and loved in 1864.",https://www.youtube.com/watch?v=_GWtgdAYHMU,tv,"Drama, Sci-Fi & Fantasy",43,171,8.34,2009,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Drama, Sci-Fi & Fantasy,7353,39.78373,-100.44588
Salt,27576,/71JObQnwxUbBSfsHltnb6u9dGmf.jpg,/75S1XsekIPF7c99g5cby0DeorPz.jpg,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",https://www.youtube.com/watch?v=LbkQTB-OJsk,movie,"Action, Mystery, Thriller",100,1,6.41,2010,N/A,N/A,United States of America,Action/Adventure, Mystery,100,39.78373,-100.44588
She's Out of My League,34016,/wTy3rtmbgJkClR492q6FBbtdeMb.jpg,/42lzlIBvkGjg4FNN0XydT5vh3O5.jpg,"When he starts dating drop-dead gorgeous Molly, insecure airport security agent Kirk can't believe it. As his friends and family share their doubts about the relationship lasting, Kirk does everything he can to avoid losing Molly forever.",https://www.youtube.com/watch?v=oWJJGXvL7PM,movie,"Romance, Comedy",104,1,6.46,2010,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Documentary/Other, Comedy,104,39.78373,-100.44588
The Hungover Games,244688,/sOqB812jWYgcHCyT2PVEk3RBtSm.jpg,/z3Q8cbwmtsVdkPDCX10XawVG3bc.jpg,"Each year, drunk people are selected to participate in torturous games the morning after a big night out. There's no sunglasses, no water, and no headache medicine. ""The Hungover Games,"" a film that manages to merge the premises of both ""The Hunger Games"" and ""The Hangover"" and throw in references to ""Ted,"" ""Django Unchained,"" ""The Lord of the Rings,"" ""Carrie,"" ""The Real Housewives of Beverly Hills"" and whatever else crossed the writers' fevered brains during the probably very drunken ""development process.""",https://www.youtube.com/watch?v=_Qcf8TVX2zo,movie,Comedy,86,1,4.1,2014,N/A,N/A,N/A,Comedy,N/A,86,51.56687,4.9285
Grown Ups,38365,/cQGM5k1NtU85n4TUlrOrwijSCcm.jpg,/2q75qMwDijJPVbTp6SDDojjEEXg.jpg,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",https://www.youtube.com/watch?v=7Cofh5bWo50,movie,Comedy,102,1,6.38,2010,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Comedy,N/A,102,39.78373,-100.44588
Master of None,64254,/AcJM86PhgHAfbrF4dMKBaqO3cHV.jpg,/yYnxld9hgTLCOFORequmOK6paj2.jpg,"30-year-old New York actor Dev takes on such pillars of maturity as the first big job, a serious relationship, and busting sex offenders on the subway.",https://www.youtube.com/watch?v=JwnEXjrsIKc,tv,"Comedy, Drama",33,25,7.48,2015,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Comedy, Drama,825,39.78373,-100.44588
October Faction,93826,/7yrXh19tH2ThJHXriORT16WKbBi.jpg,/xWvB8BBdXGnYFvUSyjGG6Wtyfoj.jpg,Monster hunters Fred and Deloris Allen tangle with evil ... and family drama with their teenage twins. From the comics by Steve Niles and Damien Worm.,https://www.youtube.com/watch?v=RexcOKt3k9k,tv,"Sci-Fi & Fantasy, Drama",40,10,6.7,2020,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Science Fiction/Fantasy, Drama,400,39.78373,-100.44588
Ghost Lab,710871,/A09Dqy91W40Q2iiD7IOJteDpJAa.jpg,/ok5OH3S28TWsk764AS1KPe8ICin.jpg,"After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist.",https://www.youtube.com/watch?v=RN9G-g5PhJE,movie,"Drama, Horror, Science Fiction, Thriller",117,1,6.44,2021,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,Kingdom of Thailand,Drama, Horror,117,14.89719,100.83273
Slasher,65784,/a06tMzTwAtZ4buLIS1nAU4MR1GN.jpg,/ba89FQhQuJXW52PV3RUMq9l973W.jpg,"Thirty years ago, in the sleepy community of Waterbury, a killer known as “The Executioner” murdered Sarah Bennett's parents. Now Sarah and her husband Dylan have returned to town, only to find herself the centerpiece in a series of horrifying murders centered around the seven deadly sins.",https://www.youtube.com/watch?v=nGtRofrQLd4,tv,"Mystery, Crime, Drama",45,40,6.7,2016,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Documentary/Other, Crime,1800,39.78373,-100.44588
Friends from College,71890,/38HzAmLPNALw0fSdZ7rMH0EymqC.jpg,/kmZcWzvyaNDwEBiukmvrB2iDLid.jpg,"Twenty years after graduation, a tight-knit group of college friends reconnects and discovers that love hasn't gotten easier with age.",https://www.youtube.com/watch?v=SWUBRto1WZQ,tv,Comedy,30,16,6.2,2017,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Comedy,N/A,480,39.78373,-100.44588
Forgotten,40198,/AvCDUae0jG4WcIdT6sy7fn6qoqE.jpg,/yp49qO9GbbqStxU4HQtMNmraljO.jpg,"Ben Turner runs a second-hand bookshop in a lovely English village, lives in a bed-and-breakfast run by his devoted wife, and has a perfect 7-year-old daughter. But the cracks in this idyllic world begin to show the day a local girl is murdered and the enigmatic Rachel Monroe appears. Rachel is convinced that Ben is the killer of her daughter who died 20 years earlier. She confronts him and demands to know where the body is—or else.",N/A,tv,Drama,50,3,7.3,1999,N/A,N/A,United Kingdom of Great Britain and Northern Ireland,Drama,N/A,150,54.70235,-3.27658
7SEEDS,85940,/eeGRd3ENc9vetozwDDMhl9S7l3G.jpg,/moI1fOrXKak8RIXaLHRozkoIh4Y.jpg,"Shy Natsu awakens as part of a group chosen to ensure the survival of humanity. Together, they have to survive on a changed Earth.",https://www.youtube.com/watch?v=XRZvxqPO9sE,tv,"Animation, Sci-Fi & Fantasy, Drama",24,24,7.8,2019,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,Japan,Animation, Sci-Fi & Fantasy,576,36.57484,139.23942
Great Pretender,93816,/Ang6RR0n5a49lEsKRqQrmGyDekF.jpg,/uLcnCwT6y4FF7y6k8b46mJKrx85.jpg,"Supposedly Japan's greatest swindler, Makoto Edamura gets more than he bargained for when he tries to con Laurent Thierry, a real world-class crook.",https://www.youtube.com/watch?v=hOAczrjDxQY,tv,"Animation, Drama, Comedy, Action & Adventure",24,27,7.46,2020,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,Japan,Animation, Drama,648,36.57484,139.23942
Always Be My Maybe,513576,/3BO6pPa7qDcpPYct061Luh9fvst.jpg,/aC5LAGfHzVH8f7tkCwkxzXsqAZz.jpg,"Reunited after 15 years, famous chef Sasha and hometown musician Marcus feel the old sparks of attraction but struggle to adapt to each other's worlds.",https://www.youtube.com/watch?v=Ex403ii_Bhs,movie,"Romance, Comedy",102,1,6.65,2019,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Documentary/Other, Comedy,102,39.78373,-100.44588
R.I.P.D.,49524,/rS0kByPD4YF8pQ85KjzMdGiu7Xf.jpg,/6KJcFFE1iBPC0Xj0iPCcmMvS5WK.jpg,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him.,https://www.youtube.com/watch?v=D6jQ7n8HKjo,movie,"Fantasy, Action, Comedy",96,1,5.83,2013,N/A,N/A,United States of America,Science Fiction/Fantasy, Action,96,39.78373,-100.44588
Sky Rojo,117023,/vu2uJEdX3UPcF8NC6wvBXGcsDJ4.jpg,/eindfDG2l77gBGqaspGvzn8DOTF.jpg,"On the run from their pimp and his henchmen, three women embark on a wild and crazy journey in search of freedom.",https://www.youtube.com/watch?v=PSr9xuLhccc,tv,"Action & Adventure, Crime, Drama",26,24,7.57,2021,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,Kingdom of Spain,Action/Adventure, Crime,624,39.32607,-4.83798
Hubie Halloween,617505,/dbhC6qRydXyRmpUdcl9bL9rARya.jpg,/aOeshAxAhiDVIiHsXVFmF6bgclh.jpg,"Hubie Dubois, despite his devotion to his hometown of Salem, Massachusetts (and its legendary Halloween celebration), is a figure of mockery for kids and adults alike. But this year, something really is going bump in the night, and it’s up to Hubie to save Halloween.",https://www.youtube.com/watch?v=kY3SuNvqQPw,movie,"Comedy, Mystery, Horror",103,1,5.94,2020,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Comedy, Mystery,103,39.78373,-100.44588
Jupiter's Legacy,93484,/9yxep7oJdkj3Pla9TD9gKflRApY.jpg,/hT4HTQJhfnWNl7tHBY3E6Nda9M6.jpg,"As the world's first generation of superheroes (who received their powers in the 1930s) become the revered elder guard in the present, their superpowered children struggle to live up to the legendary feats of their parents.",https://www.youtube.com/watch?v=QeULGagSa-A,tv,"Sci-Fi & Fantasy, Action & Adventure, Drama, Mystery",45,8,7.02,2021,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Science Fiction/Fantasy, Action & Adventure,360,39.78373,-100.44588
Dad Stop Embarrassing Me!,119122,/6uyHcbsxmJRUsFYL9qsbN3QwA7J.jpg,/hYfuxVs3ShpGRBHZFZdbsWedw4E.jpg,A single dad and cosmetics brand owner figures out fatherhood on the fly when his strong-minded teen daughter moves in with him.,N/A,tv,Comedy,25,8,6.7,2021,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Comedy,N/A,200,39.78373,-100.44588
Fired Up!,17927,/1Nty5K8ybeigm6qm9cMFFAD4KpF.jpg,/vitMfWMWdOSCqD3DqKQC1h8Cphy.jpg,Popular high schoolers and best friends Shawn and Nick decide to ditch football camp for cheerleader camp. For the girls and for the glory.,https://www.youtube.com/watch?v=8VZ7bKZ4FWE,movie,Comedy,90,1,6.1,2009,N/A,N/A,N/A,Comedy,N/A,90,51.56687,4.9285
The Package,503619,/70mP0nwUmtaL44Y8aoUn6uBjJON.jpg,/h7ZsXi0b7ikKNLnvdEtwVZcphZb.jpg,"When a group of teenagers goes on a spring break camping trip, an unfortunate accident sets off a race to save their friend’s most prized possession.",https://www.youtube.com/watch?v=FA_K9QPuKuM,movie,Comedy,94,1,5.95,2018,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Comedy,N/A,94,39.78373,-100.44588
Hinterland,843338,/zaA5ql3oI0ZImO57QP1I1sqbqaV.jpg,/hpUGKEgxPmzFdOi6IYCyXuMjOFT.jpg,"Vienna, 1920. The Austro-Hungarian Empire has collapsed. Peter Perg returns home from the Great War, after years of captivity. But the Vienna he comes home to is nothing like the place he once knew. The new Austrian Republic thrives on social and artistic freedom, but anti-democratic movements and unemployment loom overhead. A stranger in his hometown, his life takes a turn for the worse when one of his former comrades is murdered. Suddenly the mysterious killings of veterans are mounting. Personally connected to the victims, Perg decides to bring the killer to justice. He finds an ally in the cool-headed forensic doctor Theresa Körner, with whom he has a deeper, shared history. Their investigation leads them into the darkest corners of the city, as they confront a brutal and systematic killer and intrigues from within the police force. But when the killer’s net closes around Perg himself, he faces the moral dilemma of his life.",https://www.youtube.com/watch?v=Bpcdg3zRHlY,movie,"Thriller, Drama, History",98,1,6.4,2021,N/A,N/A,Grand Duchy of Luxembourg,Documentary/Other, Drama,98,49.81587,6.12968
Yasuke,112166,/hgYqEkZQS2fgC6E9fe8Le1Kxbmw.jpg,/n37Q4McCD6EpiZJICgsDJWUhkWE.jpg,"In a war-torn feudal Japan filled with mechs and magic, the greatest ronin never known, Yasuke, struggles to maintain a peaceful existence after a past life of violence. But when a local village becomes the center of social upheaval between warring daimyo, Yasuke must take up his sword and transport a mysterious child who is the target of dark forces and bloodthirsty warlords.",https://www.youtube.com/watch?v=ijKAtzQY1wc,tv,"Animation, Drama, Action & Adventure, Sci-Fi & Fantasy",28,6,7.5,2021,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,Japan,Animation, Drama,168,36.57484,139.23942
Bloodline,61986,/uEaqgEjAShqrziUia4XBzvXXGXP.jpg,/78s4wDyITtvjMRHHn2Rk7IPCtcg.jpg,"A dramatic thriller that explores the demons lurking beneath the surface of a contemporary American family. The Rayburns are hard-working pillars of their Florida Keys community. But when the black sheep son comes home for the 45th anniversary of his parents' hotel, he threatens to expose the Rayburns' dark secrets and shameful past, pushing his siblings to the limits of family loyalty.",https://www.youtube.com/watch?v=7f-FpB_GoGE,tv,Drama,60,33,7.15,2015,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Drama,N/A,1980,39.78373,-100.44588
In the Shadow of the Moon,530382,/5DSVYlKwEzGBxTkS95L73c3oxLs.jpg,/jJUK0IKdVvsTONsCVTVHQkEn7bZ.jpg,"In 1988, Philadelphia police officer Thomas ""Locke"" Lockhart, hungry to become a detective, begins tracking a serial killer whose crimes defy scientific explanation. When the killer mysteriously resurfaces nine years later, Locke's obsession with finding the truth threatens to destroy his career, his family, and possibly his sanity.",https://www.youtube.com/watch?v=lJ3_biTbeRM,movie,"Science Fiction, Thriller",115,1,6.16,2019,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United Kingdom of Great Britain and Northern Ireland,Science Fiction/Fantasy, Thriller,115,54.70235,-3.27658
Making a Murderer,64439,/sy2nV3rCcJQaRK5M0NWvvTU7CBx.jpg,/i0bVPXHdvLQzE1Ld8dDwbCj1kOW.jpg,"Filmed over 10 years, this real-life thriller follows a DNA exoneree who, while exposing police corruption, becomes a suspect in a grisly new crime.",https://www.youtube.com/watch?v=qxgbdYaR_KQ,tv,"Documentary, Crime",60,20,7.83,2015,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Documentary/Other, Crime,1200,39.78373,-100.44588
Cable Girls,71225,/lAwLmgq1zy0xJnusszmvWTLjFlO.jpg,/iHLexEHCET03oGwe22gbHw0BfLL.jpg,"In 1920s Madrid, four women at the National Telephone Company ring in revolution as they deal with romance, envy and the modern workplace.",https://www.youtube.com/watch?v=echLiKsNYr4,tv,Drama,50,42,7.8,2017,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,Kingdom of Spain,Drama,N/A,2100,39.32607,-4.83798
Savages,82525,/joyiyBwYY5QCpldqT1FzrTqsTJK.jpg,/39FIOhhLT8mxvFRD6MaFzXCVgHr.jpg,Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.,https://www.youtube.com/watch?v=8imzQaoEwsA,movie,"Crime, Drama, Thriller",131,1,6.36,2012,N/A,N/A,United States of America,Documentary/Other, Drama,131,39.78373,-100.44588
The Secret of the Vineyard,117817,/zSoc6ql5dPmg6o7WtYnLv2DV43K.jpg,/3ozo1djyRAza2SLz6iUk7chJZOu.jpg,"The family of the rich businessman Vuk Tomovic from Subotica hides many secrets, but Vera, a single mother of two sons from Negotinska Krajina, also lives in fear that her secrets will not be revealed.",N/A,tv,"Drama, Mystery",0,110,6.4,2021,N/A,N/A,Republic of Serbia,Drama, Mystery,0,44.15341,20.55144
Nappily Ever After,519035,/lxXsGqxUwSxypffv8hn3r332jf4.jpg,/ljTYcQ3pkzYF52Z8ev1Z1UThnPy.jpg,"After an accident at the hair salon, Violet realizes she's not living life to the fullest. A soulful barber helps her put the pieces back together.",https://www.youtube.com/watch?v=e-pMVkg7wHg,movie,"Comedy, Romance",100,1,7.19,2018,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Comedy, Romance,100,39.78373,-100.44588
iZombie,60866,/q4nqNwAhzVR7JuYctrWJvUWz3xR.jpg,/tCjXy1iCsr2BVlNczafnkZ40LPn.jpg,"A medical student who becomes a zombie joins a Coroner's Office in order to gain access to the brains she must reluctantly eat so that she can maintain her humanity. But every brain she eats, she also inherits their memories and must now solve their deaths with help from the Medical examiner and a police detective.",https://www.youtube.com/watch?v=uX8CLrTXxyo,tv,"Drama, Crime, Sci-Fi & Fantasy",42,71,7.79,2015,N/A,N/A,United States of America,Drama, Crime,2982,39.78373,-100.44588
Police Academy,9336,/m5a1U549gokC1kxsqgQoRb6XpFg.jpg,/sPzjFWvrcabcn1SoAZJm2WuCcBD.jpg,"New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!",https://www.youtube.com/watch?v=CPZABdjZc_U,movie,"Comedy, Crime",97,1,6.68,1984,N/A,N/A,United States of America,Comedy, Crime,97,39.78373,-100.44588
